user_id,item_list
32,"Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Citizen Kane (1941)|userCF_rec;Schindler's List (1993)|userCF_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Casablanca (1942)|hotest_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Raise the Red Lantern (1991)|userCF_rec;Wrong Trousers, The (1993)|userCF_rec;12 Angry Men (1957)|userCF_rec;Henry V (1989)|userCF_rec;Amadeus (1984)|userCF_rec"
33,"Schindler's List (1993)|hotest_rec;Shawshank Redemption, The (1994)|userCF_rec;Toy Story (1995)|manual_rec;Casablanca (1942)|hotest_rec;GoldenEye (1995)|manual_rec;Citizen Kane (1941)|userCF_rec;Four Rooms (1995)|manual_rec;Close Shave, A (1995)|userCF_rec;Rear Window (1954)|hotest_rec;Get Shorty (1995)|manual_rec;One Flew Over the Cuckoo's Nest (1975)|userCF_rec;Copycat (1995)|manual_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Wallace & Gromit: The Best of Aardman Animation (1996)|userCF_rec;As Good As It Gets (1997)|userCF_rec;Wild Bunch, The (1969)|userCF_rec;North by Northwest (1959)|userCF_rec"
34,"Toy Story (1995)|manual_rec;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)|userCF_rec;Schindler's List (1993)|hotest_rec;GoldenEye (1995)|manual_rec;Silence of the Lambs, The (1991)|userCF_rec;Rear Window (1954)|userCF_rec;Fargo (1996)|userCF_rec;Casablanca (1942)|hotest_rec;Shawshank Redemption, The (1994)|hotest_rec;Four Rooms (1995)|manual_rec;Boot, Das (1981)|userCF_rec;To Kill a Mockingbird (1962)|userCF_rec;Vertigo (1958)|userCF_rec;Get Shorty (1995)|manual_rec;Usual Suspects, The (1995)|hotest_rec;Good Will Hunting (1997)|userCF_rec;Copycat (1995)|manual_rec;Star Wars (1977)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Godfather, The (1972)|hotest_rec;Close Shave, A (1995)|userCF_rec"
35,"Schindler's List (1993)|hotest_rec;Toy Story (1995)|manual_rec;Raiders of the Lost Ark (1981)|userCF_rec;GoldenEye (1995)|manual_rec;Four Rooms (1995)|manual_rec;Die Hard (1988)|userCF_rec;Get Shorty (1995)|manual_rec;Casablanca (1942)|hotest_rec;Silence of the Lambs, The (1991)|userCF_rec;Good Will Hunting (1997)|userCF_rec;Copycat (1995)|manual_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;Wrong Trousers, The (1993)|userCF_rec;12 Angry Men (1957)|userCF_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;Third Man, The (1949)|userCF_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Godfather, The (1972)|hotest_rec;Wallace & Gromit: The Best of Aardman Animation (1996)|userCF_rec"
36,"Schindler's List (1993)|userCF_rec;Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Casablanca (1942)|hotest_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|userCF_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Close Shave, A (1995)|userCF_rec;L.A. Confidential (1997)|userCF_rec;Philadelphia Story, The (1940)|userCF_rec;Braveheart (1995)|userCF_rec"
37,"Schindler's List (1993)|hotest_rec;Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Wrong Trousers, The (1993)|userCF_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Casablanca (1942)|hotest_rec;Shawshank Redemption, The (1994)|userCF_rec;Wallace & Gromit: The Best of Aardman Animation (1996)|userCF_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Titanic (1997)|userCF_rec;Citizen Kane (1941)|userCF_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;Close Shave, A (1995)|userCF_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Manchurian Candidate, The (1962)|userCF_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Godfather: Part II, The (1974)|userCF_rec"
38,"Schindler's List (1993)|hotest_rec;Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Casablanca (1942)|hotest_rec;Four Rooms (1995)|manual_rec;Silence of the Lambs, The (1991)|userCF_rec;Dead Poets Society (1989)|userCF_rec;Get Shorty (1995)|manual_rec;Sound of Music, The (1965)|userCF_rec;Copycat (1995)|manual_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;North by Northwest (1959)|userCF_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Godfather, The (1972)|hotest_rec;My Fair Lady (1964)|userCF_rec;Vertigo (1958)|userCF_rec;Cinema Paradiso (1988)|userCF_rec;It's a Wonderful Life (1946)|userCF_rec"
39,"Schindler's List (1993)|hotest_rec;Toy Story (1995)|manual_rec;Casablanca (1942)|hotest_rec;GoldenEye (1995)|manual_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Usual Suspects, The (1995)|userCF_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;Star Wars (1977)|userCF_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Close Shave, A (1995)|userCF_rec;Lawrence of Arabia (1962)|userCF_rec;Sunset Blvd. (1950)|userCF_rec;Wallace & Gromit: The Best of Aardman Animation (1996)|userCF_rec;Wrong Trousers, The (1993)|userCF_rec"
40,"Schindler's List (1993)|hotest_rec;Casablanca (1942)|userCF_rec;Toy Story (1995)|manual_rec;Close Shave, A (1995)|userCF_rec;Big Sleep, The (1946)|userCF_rec;GoldenEye (1995)|manual_rec;Shawshank Redemption, The (1994)|userCF_rec;Four Rooms (1995)|manual_rec;Wrong Trousers, The (1993)|userCF_rec;Being There (1979)|userCF_rec;Get Shorty (1995)|manual_rec;Rear Window (1954)|hotest_rec;Copycat (1995)|manual_rec;Vertigo (1958)|userCF_rec;Usual Suspects, The (1995)|hotest_rec;Killing Fields, The (1984)|userCF_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;North by Northwest (1959)|userCF_rec;Secrets & Lies (1996)|userCF_rec;Godfather, The (1972)|hotest_rec"
41,"Close Shave, A (1995)|userCF_rec;Wrong Trousers, The (1993)|userCF_rec;Rear Window (1954)|userCF_rec;Third Man, The (1949)|userCF_rec;Toy Story (1995)|manual_rec;Schindler's List (1993)|hotest_rec;GoldenEye (1995)|manual_rec;North by Northwest (1959)|userCF_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Casablanca (1942)|hotest_rec;Copycat (1995)|manual_rec;Shawshank Redemption, The (1994)|hotest_rec;Usual Suspects, The (1995)|userCF_rec;Thin Man, The (1934)|userCF_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Lawrence of Arabia (1962)|userCF_rec;Sunset Blvd. (1950)|userCF_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec"
42,"Wrong Trousers, The (1993)|userCF_rec;Toy Story (1995)|manual_rec;Titanic (1997)|userCF_rec;Glory (1989)|userCF_rec;Day the Earth Stood Still, The (1951)|userCF_rec;North by Northwest (1959)|userCF_rec;GoldenEye (1995)|manual_rec;Schindler's List (1993)|hotest_rec;Braveheart (1995)|userCF_rec;Casablanca (1942)|hotest_rec;Four Rooms (1995)|manual_rec;Close Shave, A (1995)|userCF_rec;Shawshank Redemption, The (1994)|hotest_rec;Get Shorty (1995)|manual_rec;Rear Window (1954)|hotest_rec;Manon of the Spring (Manon des sources) (1986)|userCF_rec;Copycat (1995)|manual_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;Amadeus (1984)|userCF_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Some Folks Call It a Sling Blade (1993)|userCF_rec"
43,"Toy Story (1995)|manual_rec;Braveheart (1995)|userCF_rec;GoldenEye (1995)|manual_rec;Boot, Das (1981)|userCF_rec;Sting, The (1973)|userCF_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Third Man, The (1949)|userCF_rec;Copycat (1995)|manual_rec;Schindler's List (1993)|hotest_rec;North by Northwest (1959)|userCF_rec;One Flew Over the Cuckoo's Nest (1975)|userCF_rec;Star Trek: The Wrath of Khan (1982)|userCF_rec;Casablanca (1942)|hotest_rec;Much Ado About Nothing (1993)|userCF_rec;Shawshank Redemption, The (1994)|hotest_rec;Lawrence of Arabia (1962)|userCF_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec"
44,"Toy Story (1995)|manual_rec;Usual Suspects, The (1995)|userCF_rec;GoldenEye (1995)|manual_rec;Close Shave, A (1995)|userCF_rec;Schindler's List (1993)|hotest_rec;Four Rooms (1995)|manual_rec;12 Angry Men (1957)|userCF_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Third Man, The (1949)|userCF_rec;Casablanca (1942)|hotest_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Blues Brothers, The (1980)|userCF_rec;Godfather: Part II, The (1974)|userCF_rec;Wrong Trousers, The (1993)|userCF_rec;Manchurian Candidate, The (1962)|userCF_rec;Raise the Red Lantern (1991)|userCF_rec"
45,"Raiders of the Lost Ark (1981)|userCF_rec;High Noon (1952)|userCF_rec;Toy Story (1995)|manual_rec;Wrong Trousers, The (1993)|userCF_rec;Amadeus (1984)|userCF_rec;Casablanca (1942)|userCF_rec;GoldenEye (1995)|manual_rec;Schindler's List (1993)|hotest_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;It's a Wonderful Life (1946)|userCF_rec;To Kill a Mockingbird (1962)|hotest_rec;Glory (1989)|userCF_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;12 Angry Men (1957)|userCF_rec"
46,"Schindler's List (1993)|hotest_rec;Toy Story (1995)|manual_rec;Casablanca (1942)|hotest_rec;12 Angry Men (1957)|userCF_rec;GoldenEye (1995)|manual_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Wrong Trousers, The (1993)|userCF_rec;Shawshank Redemption, The (1994)|hotest_rec;Close Shave, A (1995)|userCF_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Third Man, The (1949)|userCF_rec;Citizen Kane (1941)|userCF_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;As Good As It Gets (1997)|userCF_rec;Vertigo (1958)|userCF_rec;Boot, Das (1981)|userCF_rec"
47,"Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Schindler's List (1993)|hotest_rec;Four Rooms (1995)|manual_rec;Casablanca (1942)|hotest_rec;Shawshank Redemption, The (1994)|hotest_rec;Wrong Trousers, The (1993)|userCF_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;Wallace & Gromit: The Best of Aardman Animation (1996)|userCF_rec;To Kill a Mockingbird (1962)|hotest_rec;Close Shave, A (1995)|userCF_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Third Man, The (1949)|userCF_rec;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)|userCF_rec;North by Northwest (1959)|userCF_rec"
48,"Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Godfather, The (1972)|userCF_rec;Braveheart (1995)|userCF_rec;Copycat (1995)|manual_rec;Shawshank Redemption, The (1994)|userCF_rec;Schindler's List (1993)|hotest_rec;Casablanca (1942)|hotest_rec;Wallace & Gromit: The Best of Aardman Animation (1996)|userCF_rec;Bridge on the River Kwai, The (1957)|userCF_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Good Will Hunting (1997)|userCF_rec;Glory (1989)|userCF_rec;Jean de Florette (1986)|userCF_rec"
49,"Schindler's List (1993)|hotest_rec;Casablanca (1942)|hotest_rec;Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Shawshank Redemption, The (1994)|hotest_rec;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)|userCF_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Leaving Las Vegas (1995)|userCF_rec;2001: A Space Odyssey (1968)|userCF_rec;Citizen Kane (1941)|userCF_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;Taxi Driver (1976)|userCF_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|userCF_rec;Apocalypse Now (1979)|userCF_rec;Lawrence of Arabia (1962)|userCF_rec;Dead Man Walking (1995)|userCF_rec"
50,"Toy Story (1995)|manual_rec;Schindler's List (1993)|hotest_rec;GoldenEye (1995)|manual_rec;Four Rooms (1995)|manual_rec;Casablanca (1942)|hotest_rec;Get Shorty (1995)|manual_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|userCF_rec;Copycat (1995)|manual_rec;Silence of the Lambs, The (1991)|userCF_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Godfather, The (1972)|hotest_rec;Wizard of Oz, The (1939)|userCF_rec;Wrong Trousers, The (1993)|userCF_rec"
51,"Raiders of the Lost Ark (1981)|userCF_rec;Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Usual Suspects, The (1995)|userCF_rec;Close Shave, A (1995)|userCF_rec;Four Rooms (1995)|manual_rec;One Flew Over the Cuckoo's Nest (1975)|userCF_rec;Schindler's List (1993)|hotest_rec;Get Shorty (1995)|manual_rec;Wrong Trousers, The (1993)|userCF_rec;Copycat (1995)|manual_rec;Casablanca (1942)|hotest_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;Star Wars (1977)|hotest_rec;Wallace & Gromit: The Best of Aardman Animation (1996)|userCF_rec;To Kill a Mockingbird (1962)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Third Man, The (1949)|userCF_rec;Manchurian Candidate, The (1962)|userCF_rec"
52,"Schindler's List (1993)|hotest_rec;Rear Window (1954)|userCF_rec;Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Casablanca (1942)|hotest_rec;Shawshank Redemption, The (1994)|hotest_rec;Good Will Hunting (1997)|userCF_rec;Close Shave, A (1995)|userCF_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;12 Angry Men (1957)|userCF_rec;Wrong Trousers, The (1993)|userCF_rec;Sling Blade (1996)|userCF_rec;Vertigo (1958)|userCF_rec;North by Northwest (1959)|userCF_rec;Three Colors: Red (1994)|userCF_rec"
53,"Schindler's List (1993)|userCF_rec;Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;North by Northwest (1959)|userCF_rec;Four Rooms (1995)|manual_rec;To Kill a Mockingbird (1962)|userCF_rec;Treasure of the Sierra Madre, The (1948)|userCF_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Casablanca (1942)|hotest_rec;Shawshank Redemption, The (1994)|hotest_rec;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)|userCF_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|userCF_rec;Star Wars (1977)|hotest_rec;39 Steps, The (1935)|userCF_rec;Raging Bull (1980)|userCF_rec;Silence of the Lambs, The (1991)|hotest_rec;Manchurian Candidate, The (1962)|userCF_rec;Godfather, The (1972)|hotest_rec;Citizen Kane (1941)|userCF_rec"
54,"Toy Story (1995)|manual_rec;Schindler's List (1993)|hotest_rec;GoldenEye (1995)|manual_rec;Four Rooms (1995)|manual_rec;Casablanca (1942)|hotest_rec;Get Shorty (1995)|manual_rec;Third Man, The (1949)|userCF_rec;Copycat (1995)|manual_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;As Good As It Gets (1997)|userCF_rec;Godfather, The (1972)|hotest_rec;Sunset Blvd. (1950)|userCF_rec;North by Northwest (1959)|userCF_rec;Grand Day Out, A (1992)|userCF_rec;Killing Fields, The (1984)|userCF_rec;Lawrence of Arabia (1962)|userCF_rec;My Fair Lady (1964)|userCF_rec"
55,"12 Angry Men (1957)|userCF_rec;Henry V (1989)|userCF_rec;Close Shave, A (1995)|userCF_rec;Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Wrong Trousers, The (1993)|userCF_rec;Shawshank Redemption, The (1994)|userCF_rec;Four Rooms (1995)|manual_rec;Eat Drink Man Woman (1994)|userCF_rec;Usual Suspects, The (1995)|userCF_rec;Get Shorty (1995)|manual_rec;Schindler's List (1993)|hotest_rec;Copycat (1995)|manual_rec;Casablanca (1942)|hotest_rec;Manchurian Candidate, The (1962)|userCF_rec;Three Colors: Red (1994)|userCF_rec;Rear Window (1954)|userCF_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec"
56,"Some Folks Call It a Sling Blade (1993)|userCF_rec;Schindler's List (1993)|hotest_rec;Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Casablanca (1942)|hotest_rec;12 Angry Men (1957)|userCF_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Four Rooms (1995)|manual_rec;Star Wars (1977)|hotest_rec;Apocalypse Now (1979)|userCF_rec;Get Shorty (1995)|manual_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Copycat (1995)|manual_rec;Silence of the Lambs, The (1991)|hotest_rec;Sunset Blvd. (1950)|userCF_rec;As Good As It Gets (1997)|userCF_rec;Godfather, The (1972)|hotest_rec;Third Man, The (1949)|userCF_rec;North by Northwest (1959)|userCF_rec;Titanic (1997)|userCF_rec"
57,"Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Rear Window (1954)|userCF_rec;Empire Strikes Back, The (1980)|userCF_rec;Schindler's List (1993)|hotest_rec;Casablanca (1942)|userCF_rec;Four Rooms (1995)|manual_rec;Killing Fields, The (1984)|userCF_rec;One Flew Over the Cuckoo's Nest (1975)|userCF_rec;Get Shorty (1995)|manual_rec;Arsenic and Old Lace (1944)|userCF_rec;Manon of the Spring (Manon des sources) (1986)|userCF_rec;Raiders of the Lost Ark (1981)|userCF_rec;Shawshank Redemption, The (1994)|hotest_rec;Copycat (1995)|manual_rec;Wallace & Gromit: The Best of Aardman Animation (1996)|userCF_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;As Good As It Gets (1997)|userCF_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec"
58,"Toy Story (1995)|manual_rec;Schindler's List (1993)|hotest_rec;GoldenEye (1995)|manual_rec;Casablanca (1942)|hotest_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;One Flew Over the Cuckoo's Nest (1975)|userCF_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;Wallace & Gromit: The Best of Aardman Animation (1996)|userCF_rec;Clockwork Orange, A (1971)|userCF_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Three Colors: Red (1994)|userCF_rec;Leaving Las Vegas (1995)|userCF_rec;Monty Python's Life of Brian (1979)|userCF_rec;Shall We Dance? (1996)|userCF_rec;12 Angry Men (1957)|userCF_rec;Boot, Das (1981)|userCF_rec;Manchurian Candidate, The (1962)|userCF_rec"
